agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2019,500000,189000,"30 By chapter 50, section 1, of the laws of 2019:
31 For the administration of federal grants for health education includ-
32 ing HIV/AIDS education. Notwithstanding any inconsistent provision
33 of law, a portion of this appropriation, subject to the approval of
34 the director of the budget, may be suballocated to other state
35 departments and agencies, as needed to accomplish the intent of this
36 appropriation (21742).
37 Personal service (50000) ... 500,000 .................. (re. $189,000)",187,30.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2019|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2018,500000,296000,"41 By chapter 50, section 1, of the laws of 2018:
42 For the administration of federal grants for health education includ-
43 ing HIV/AIDS education. Notwithstanding any inconsistent provision
44 of law, a portion of this appropriation, subject to the approval of
45 the director of the budget, may be suballocated to other state
46 departments and agencies, as needed to accomplish the intent of this
47 appropriation (21742).
48 Personal service (50000) ... 500,000 .................. (re. $296,000)",187,41.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2018|500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Federal Grant Indirect Cost Recovery Account - 21065,81001,2023,9165000,1551000,"5 By chapter 50, section 1, of the laws of 2023:
6 For services and expenses related to the administration of special
7 revenue funds - federal.
8 Notwithstanding any other provision of law to the contrary, the OGS
9 Interchange and Transfer Authority and the IT Interchange and Trans-
10 fer Authority as defined in the 2023-24 state fiscal year state
11 operations appropriation for the budget division program of the
12 division of the budget, are deemed fully incorporated herein and a
13 part of this appropriation as if fully stated (81001).
14 Personal service--regular (50100) ... 9,165,000 ..... (re. $1,551,000)",238,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81001|2023|9165000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Grant Indirect Cost Recovery Account - 21065,24780,2017,4629000,301000,"45 By chapter 50, section 1, of the laws of 2017:
AB
240 12550-10-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For services and expenses related to air resources purposes. A portion
2 of these funds may be transferred to aid to localities and may be
3 suballocated to other state departments and agencies (24780).
4 Personal service (50000) ... 4,629,000 ................ (re. $301,000)",240,45.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24780|2017|4629000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Grant Indirect Cost Recovery Account - 21065,24780,2016,4782000,480000,"7 By chapter 50, section 1, of the laws of 2016:
8 For services and expenses related to air resources purposes. A portion
9 of these funds may be transferred to aid to localities and may be
10 suballocated to other state departments and agencies (24780).
11 Personal service (50000) ... 4,782,000 ................ (re. $480,000)",240,7.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24780|2016|4782000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Grant Indirect Cost Recovery Account - 21065,24780,2015,4455000,7000,"14 By chapter 50, section 1, of the laws of 2015:
15 For services and expenses related to air resources purposes. A portion
16 of these funds may be transferred to aid to localities and may be
17 suballocated to other state departments and agencies (24780).
18 Personal service (50000) ... 4,455,000 .................. (re. $7,000)",240,14.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24780|2015|4455000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24782,2021,2295000,1811000,"3 By chapter 50, section 1, of the laws of 2021:
4 For services and expenses related to spills management purposes. A
5 portion of these funds may be transferred to aid to localities and
6 may be suballocated to other state departments and agencies (24782).
7 Personal service (50000) ... 2,295,000 .............. (re. $1,811,000)",241,3.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24782|2021|2295000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24782,2020,2295000,1571000,"10 By chapter 50, section 1, of the laws of 2020:
11 For services and expenses related to spills management purposes. A
12 portion of these funds may be transferred to aid to localities and
13 may be suballocated to other state departments and agencies (24782).
14 Personal service (50000) ... 2,295,000 .............. (re. $1,571,000)",241,10.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24782|2020|2295000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24782,2019,2295000,146000,"17 By chapter 50, section 1, of the laws of 2019:
18 For services and expenses related to spills management purposes. A
19 portion of these funds may be transferred to aid to localities and
20 may be suballocated to other state departments and agencies (24782).
21 Personal service (50000) ... 2,295,000 ................ (re. $146,000)",241,17.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24782|2019|2295000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24784,2018,10032000,1534000,"43 By chapter 50, section 1, of the laws of 2018:
44 For services and expenses related to water resource purposes. A
45 portion of these funds may be transferred to aid to localities and
46 may be suballocated to other state departments and agencies (24784).
47 Personal service (50000) ... 10,032,000 ............. (re. $1,534,000)",242,43.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24784|2018|10032000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24784,2017,10177000,745000,"2 By chapter 50, section 1, of the laws of 2017:
3 For services and expenses related to water resource purposes. A
4 portion of these funds may be transferred to aid to localities and
5 may be suballocated to other state departments and agencies (24784).
6 Personal service (50000) ... 10,177,000 ............... (re. $745,000)",243,2.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24784|2017|10177000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24784,2016,9630000,1670000,"9 By chapter 50, section 1, of the laws of 2016:
10 For services and expenses related to water resource purposes. A
11 portion of these funds may be transferred to aid to localities and
12 may be suballocated to other state departments and agencies (24784).
13 Personal service (50000) ... 9,630,000 .............. (re. $1,670,000)",243,9.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24784|2016|9630000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Water Grants Account - 25334,24784,2012,9657000,2801000,"37 By chapter 50, section 1, of the laws of 2012, as amended by chapter 50,
38 section 1, of the laws of 2016:
39 For services and expenses related to water resource purposes. A
40 portion of these funds may be transferred to aid to localities and
41 may be suballocated to other state departments and agencies (24784).
42 Personal service (50000) ... 9,657,000 .............. (re. $2,801,000)",243,37.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24784|2012|9657000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Great Lakes Restoration Initiative Account - 25334,24784,2011,9340000,3432000,"45 By chapter 50, section 1, of the laws of 2011:
AB
244 12550-10-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For services and expenses related to water resource purposes, includ-
2 ing suballocation to other state departments and agencies (24784).
3 Personal service (50000) ... 9,340,000 .............. (re. $3,432,000)",244,45.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24784|2011|9340000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Great Lakes Restoration Initiative Account - 25334,24784,2010,5191000,1314000,"6 By chapter 55, section 1, of the laws of 2010:
7 For services and expenses related to water resource purposes, includ-
8 ing suballocation to other state departments and agencies (24784).
9 Nonpersonal service (57050) ... 5,191,000 ........... (re. $1,314,000)",244,6.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24784|2010|5191000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,General Fund,State Purposes Account - 10050,62033,2023,19620000,9629000,"41 By chapter 50, section 1, of the laws of 2023, as amended by chapter 50,
42 section 1, of the laws of 2024:
43 For services and expenses related to the Clean Water, Clean Air, Green
44 Jobs Environmental Bond Act, including suballocation to other state
45 agencies, authorities, and public benefit corporations.
AB
245 12550-10-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Notwithstanding any other provision of law to the contrary, the OGS
2 Interchange and Transfer Authority and the IT Interchange and Trans-
3 fer Authority as defined in the 2023-24 state fiscal year state
4 operations appropriation for the budget division program of the
5 division of the budget, are deemed fully incorporated herein and a
6 part of this appropriation as if fully stated.(62033)
7 Personal service--regular (50100) ... 19,620,000 .... (re. $9,629,000)",245,41.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|62033|2023|19620000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation USDA Account - 25007,24717,2016,10577000,1425000,"24 By chapter 50, section 1, of the laws of 2016:
25 For services and expenses related to fish and wildlife purposes,
26 including the Lake Champlain sea lamprey control. A portion of these
27 funds may be transferred to aid to localities and may be suballo-
28 cated to other state departments and agencies (24717).
29 Personal service (50000) ... 10,577,000 ............. (re. $1,425,000)",248,24.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24717|2016|10577000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation USDA Account - 25007,24717,2020,200000,66000,"1 By chapter 50, section 1, of the laws of 2020, as amended by chapter 50,
2 section 1, of the laws of 2023:
3 For services and expenses related to fish and wildlife purposes,
4 including the Lake Champlain sea lamprey control. A portion of these
5 funds may be transferred to aid to localities and may be suballo-
6 cated to other state departments and agencies (24717).
7 Nonpersonal service (57050) ... 200,000 ................ (re. $66,000)",249,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24717|2020|200000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Lake George Invasive Species Account - 22212,34801,2024,285000,231000,"17 By chapter 50, section 1, of the laws of 2024:
18 For services and expenses of administering the invasive species
19 program (34801).
20 Contractual services (51000) ... 285,000 .............. (re. $231,000)",251,17.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|34801|2024|285000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,34801,2019,285000,38000,"3 By chapter 50, section 1, of the laws of 2019, as transferred by chapter
4 50, section 1, of the laws of 2021:
5 For services and expenses of administering the invasive species
6 program (34801).
7 Contractual services (51000) ... 285,000 ............... (re. $38,000)",252,3.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|34801|2019|285000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,14037,2023,220000,140000,"12 By chapter 50, section 1, of the laws of 2023:
13 For services and expenses related to the head start collaboration
14 project grant program (14037).
15 Personal service (50000) ... 220,000 .................. (re. $140,000)",287,12.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14037|2023|220000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,13950,2021,24600000,1094000,"46 By chapter 50, section 1, of the laws of 2021:
47 Funds appropriated herein shall be available for aid to munici-
48 palities, for services and expenses related to administering activ-
49 ities under the child care block grant and for payments to the
50 federal government for expenditures made pursuant to the social
AB
291 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 services law and the state plan for individual and family grant
2 program under the disaster relief act of 1974.
3 Such funds are to be available for payment of aid, services and
4 expenses heretofore accrued or hereafter to accrue to munici-
5 palities.
6 Subject to the approval of the director of the budget, such funds
7 shall be available to the office net of disallowances, refunds,
8 reimbursements, and credits.
9 Notwithstanding any inconsistent provision of law, the amount herein
10 appropriated may be transferred to any other appropriation within
11 the office of children and family services and/or the office of
12 temporary and disability assistance and/or suballocated to the
13 office of temporary and disability assistance for the purpose of
14 paying local social services districts' costs of the above program
15 and may be increased or decreased by interchange with any other
16 appropriation or with any other item or items within the amounts
17 appropriated within the office of children and family services
18 general fund - local assistance account or special revenue funds
19 federal / aid to localities federal day care account with the
20 approval of the director of the budget who shall file such approval
21 with the department of audit and control and copies thereof with the
22 chairman of the senate finance committee and the chairman of the
23 assembly ways and means committee.
24 Notwithstanding any other provision of law, the money hereby appropri-
25 ated including any funds transferred by the office of temporary and
26 disability assistance special revenue funds - federal / aid to
27 localities federal health and human services fund, federal temporary
28 assistance to needy families block grant funds at the request of the
29 local social services districts and, upon approval of the director
30 of the budget, transfer of federal temporary assistance for needy
31 families block grant funds made available from the New York works
32 compliance fund program or otherwise specifically appropriated
33 therefor, in combination with the money appropriated in the general
34 fund / aid to localities local assistance account, appropriated for
35 the state block grant for child care shall constitute the state
36 block grant for child care. Pursuant to title 5-C of article 6 of
37 the social services law, the state block grant for child care shall
38 be used for child care assistance and for activities to increase the
39 availability and/or quality of child care programs (13950).
40 Personal service (50000) ... 24,600,000 ............. (re. $1,094,000)",291,46.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13950|2021|24600000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,13954,2020,2358000,2157000,"42 By chapter 50, section 1, of the laws of 2020:
43 For services and expenses related to administering federal health and
44 human services discretionary demonstration program grants and grants
45 from the national center on child abuse and neglect.
46 Notwithstanding any other provision of law to the contrary, the defi-
47 nition of ""abused child"" contained in section 1012 of the family
48 court act shall be deemed to include any child whose parent or
AB
294 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 person legally responsible for their care permits or encourages such
2 child engage in any act, or commits or allows to be committed
3 against such child any offense, that would render such child either
4 a victim of ""sex trafficking"" or a victim of ""severe forms of traf-
5 ficking in persons"" pursuant to 22 U.S.C. 7102 as enacted by P.L.
6 106-386, or any successor federal statute (13954).
7 Personal service (50000) ... 2,358,000 .............. (re. $2,157,000)",294,42.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13954|2020|2358000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,13911,2021,500000,53000,"38 By chapter 50, section 1, of the laws of 2021:
39 For services and expenses related to administering federal health and
40 human services grants related to early childhood development
41 (13911).
42 Personal service (50000) ... 500,000 ................... (re. $53,000)",294,38.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13911|2021|500000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,13986,2023,202000,40000,"2 For the non-federal share of services and expenses for the continued
3 maintenance of the statewide automated child welfare information
4 system; to operate the statewide automated child welfare information
5 system; and for the continued development of the statewide automated
6 child welfare information system. Of the amounts appropriated here-
7 in, a portion may be available for suballocation to the office of
8 information technology services for the administration of independ-
9 ent verification and validation services for child welfare systems
10 operated or developed by the office of children and family services.
11 Notwithstanding any provision of law to the contrary, funds appropri-
12 ated herein shall only be available upon approval of an expenditure
13 plan by the director of the budget.
14 Notwithstanding section 51 of the state finance law and any other
15 provision of law to the contrary, the director of the budget may,
16 upon the advice of the commissioner of children and family services,
17 authorize the transfer or interchange of moneys appropriated herein
18 with any other state operations - general fund appropriation within
19 the office of children and family services except where transfer or
20 interchange of appropriations is prohibited or otherwise restricted
21 by law.
22 Notwithstanding any other provision of law to the contrary, the OGS
23 Interchange and Transfer Authority and the IT Interchange and Trans-
24 fer Authority as defined in the 2023-24 state fiscal year state
25 operations appropriation for the budget division program of the
26 division of the budget, are deemed fully incorporated herein and a
27 part of this appropriation as if fully stated (13986).
28 Personal service--regular (50100) ... 202,000 .......... (re. $40,000)",308,2.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13986|2023|202000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Other,State Match Account - 21967,13984,2020,2326000,108000,"38 By chapter 50, section 1, of the laws of 2020, as amended by chapter 50,
39 section 1, of the laws of 2021:
40 For services and expenses related to the operation of the training and
41 development program including, but not limited to, personal service,
42 fringe benefits and nonpersonal service. To the extent that costs
43 incurred through payment from this appropriation result from train-
44 ing activities performed on behalf of the office of children and
45 family services, the office of temporary and disability assistance,
46 the department of health, the department of labor or any other state
47 or local agency, expenditures made from this appropriation shall be
48 reduced by any federal, state, or local funding available for such
49 purpose in accordance with a cost allocation plan submitted to the
AB
319 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 federal government. No expenditure shall be made from this account
2 until an expenditure plan has been approved by the director of the
3 budget.
4 For trainee travel reimbursement payments to counties and voluntary
5 agencies for employees receiving training from the office of chil-
6 dren and family services, up to the limits stated in the OCFS travel
7 guidelines.
8 Notwithstanding any other provision of law to the contrary, the OGS
9 Interchange and Transfer Authority and the IT Interchange and Trans-
10 fer Authority as defined in the 2020-21 state fiscal year state
11 operations appropriation for the budget division program of the
12 division of the budget, are deemed fully incorporated herein and a
13 part of this appropriation as if fully stated (13984).
14 Personal service--regular (50100) ... 2,326,000 ....... (re. $108,000)",319,38.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13984|2020|2326000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2024,25475000,5903000,"4 By chapter 50, section 1, of the laws of 2024:
5 For services and expenses of the administration program including the
6 payment of liabilities incurred prior to April 1, 2024. The office
7 is authorized to charge-back New York city human resources adminis-
8 tration for their contributed share of costs for the training
9 resource system.
10 Notwithstanding any other inconsistent provision of law, the office
11 shall reduce reimbursement otherwise payable to social services
12 districts to recover 100 percent of the costs incurred by the office
13 for employment verification services. Notwithstanding any provision
14 of law to the contrary, and subject to the approval of the director
15 of the budget, the city of New York shall be charged back for costs
16 related to Mapper. The office is authorized to chargeback New York
17 city human resources administration for their contributed share of
18 occupancy costs at 14 Boerum Place.
19 Notwithstanding section 51 of the state finance law and any other
20 provision of law to the contrary, the director of the budget may,
21 upon the advice of the commissioner of the office of temporary and
22 disability assistance, authorize the transfer or interchange of
23 moneys appropriated herein with any other state operations - general
24 fund appropriation within the office of temporary and disability
25 assistance except where transfer or interchange of appropriations is
26 prohibited or otherwise restricted by law.
27 Notwithstanding any other provision of law to the contrary, the OGS
28 Interchange and Transfer Authority and the IT Interchange and Trans-
29 fer Authority as defined in the 2024-25 state fiscal year state
30 operations appropriation for the budget division program of the
31 division of the budget, are deemed fully incorporated herein and a
32 part of this appropriation as if fully stated (81001).
33 Personal service--regular (50100) ... 25,475,000 .... (re. $5,903,000)",340,4.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81001|2024|25475000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,52306,2024,25300000,10146000,"15 By chapter 50, section 1, of the laws of 2024:
16 For services and expenses of the administrative hearings program
17 including the payment of liabilities incurred prior to April 1,
18 2024.
19 Notwithstanding section 51 of the state finance law and any other
20 provision of law to the contrary, the director of the budget may,
21 upon the advice of the commissioner of the office of temporary and
22 disability assistance, authorize the transfer or interchange of
23 moneys appropriated herein with any other state operations - general
24 fund appropriation within the office of temporary and disability
25 assistance except where transfer or interchange of appropriations is
26 prohibited or otherwise restricted by law.
27 Notwithstanding any other provision of law to the contrary, the OGS
28 Interchange and Transfer Authority and the IT Interchange and Trans-
29 fer Authority as defined in the 2024-25 state fiscal year state
30 operations appropriation for the budget division program of the
31 division of the budget, are deemed fully incorporated herein and a
32 part of this appropriation as if fully stated (52306).
33 Personal service--regular (50100) ... 25,300,000 ... (re. $10,146,000)",341,15.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52306|2024|25300000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Disability Determinations Account - 25153,52200,2023,0,11131000,"43 The appropriation made by chapter 50, section 1, of the laws of 2023, is
44 hereby amended and reappropriated to read:
45 For services and expenses related to the administration of the child
46 support enforcement program.
47 A portion of the funds appropriated herein, subject to the approval of
48 the director of the budget, may be used as the federal match for
AB
344 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 services designed to strengthen child support enforcement activities
2 including but not necessarily limited to instate bank match
3 services; a paternity media campaign; a medical support unit;
4 payments to hospitals and other eligible entities for obtaining
5 voluntary paternity acknowledgments; joint enforcement teams; reme-
6 diation of hard-to-collect cases; location services; website
7 services; child support guidelines review; and operation of a
8 centralized support collection unit, including the cost of banking
9 services and an automated voice response system and customer service
10 unit.
11 Notwithstanding any inconsistent provision of law, amounts appropri-
12 ated herein may be used, pursuant to a plan approved by the director
13 of the budget, for the planning, development and operation of an
14 automated system designed to meet the requirements of the family
15 support act of 1988, the personal responsibility and work opportu-
16 nity reconciliation act of 1996 and to facilitate and improve local
17 districts operations related to child support enforcement.
18 Notwithstanding any other law to the contrary, the amounts appropri-
19 ated herein may be suballocated or transferred to any other state
20 department or agency for the purposes stated herein.
21 Notwithstanding any inconsistent provision of the law to the contrary,
22 pursuant to memoranda of understanding and subject to the approval
23 of the director of the budget, a portion of the amount appropriated
24 herein may be available for expenditures of the department of taxa-
25 tion and finance, the department of motor vehicles, and the depart-
26 ment of labor for reimbursement of administrative costs of these
27 departments associated with efforts to increase child support
28 collections (52200).
29 Nonpersonal service (57050) ..........................................
30 [24,588,000] _2_4_,_0_6_6_,_7_4_0 .......................... (re. $11,131,000)",344,43.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52200|2023|0
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,52201,2023,9,1077000,"42 The appropriation made by chapter 50, section 1, of the laws of 2023, as
43 supplemented by transfers in accordance with state finance law, is
44 hereby amended and reappropriated to read:
45 For services and expenses related to the office of disability determi-
46 nations (52201).
AB
345 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Personal service (50000) .............................................
2 [87,400,000]_8_9_,_9_1_2_,_9_7_9 ............................ (re. $1,077,000)",345,42.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52201|2023|9
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,52201,2022,1,1814000,"7 The appropriation made by chapter 50, section 1, of the laws of 2022, as
8 supplemented by transfers in accordance with state finance law, is
9 hereby amended and reappropriated to read:
10 For services and expenses related to the office of disability determi-
11 nations (52201).
12 Personal service (50000) .............................................
13 [86,500,000]_9_0_,_0_1_1_,_0_9_1 ............................ (re. $1,814,000)",345,7.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52201|2022|1
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,52201,2021,86500000,13575000,"17 By chapter 50, section 1, of the laws of 2021:
18 For services and expenses related to the office of disability determi-
19 nations (52201).
20 Personal service (50000) ... 86,500,000 ............ (re. $13,575,000)",345,17.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52201|2021|86500000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Home Energy Assistance Program Account - 25123,52202,2024,17174000,5835000,"30 By chapter 50, section 1, of the laws of 2024:
31 For services and expenses of the employment and income support program
32 including the payment of liabilities incurred prior to April 1,
33 2024.
34 The agency is authorized to chargeback social services districts for
35 100 percent of costs incurred by the agency on their behalf for
36 disability related consultative examination contracts.
37 Notwithstanding section 153 of the social services law or any other
38 inconsistent provision of law, the office shall reduce reimbursement
39 otherwise payable to social services districts to recover 50 percent
40 of the non-federal share of costs incurred by the office for the
41 operation of the statewide electronic benefit transfer (EBT) system
42 and the common benefit identification card (CBIC).
43 For services and expenses of client notices including but not limited
44 to personal service costs, postage, other nonpersonal services
45 costs, and contractor costs paid directly by the office including
AB
346 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 but not limited to costs for mail processing. Notwithstanding any
2 other inconsistent provision of law, the office shall reduce
3 reimbursement otherwise payable to social services districts to
4 recover 50 percent of the non-federal share of costs, including
5 prior period costs, incurred by the office for these purposes.
6 Notwithstanding section 51 of the state finance law and any other
7 provision of law to the contrary, the director of the budget may,
8 upon the advice of the commissioner of the office of temporary and
9 disability assistance, authorize the transfer or interchange of
10 moneys appropriated herein with any other state operations - general
11 fund appropriation within the office of temporary and disability
12 assistance except where transfer or interchange of appropriations is
13 prohibited or otherwise restricted by law.
14 Notwithstanding any other provision of law to the contrary, the OGS
15 Interchange and Transfer Authority and the IT Interchange and Trans-
16 fer Authority as defined in the 2024-25 state fiscal year state
17 operations appropriation for the budget division program of the
18 division of the budget, are deemed fully incorporated herein and a
19 part of this appropriation as if fully stated (52202).
20 Personal service--regular (50100) ... 17,174,000 .... (re. $5,835,000)",346,30.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52202|2024|17174000
