agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,50000,2022,2375000,1667000,"32 12550-10-5
DEPARTMENT OF AGRICULTURE AND MARKETS
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Personal service (50000) ... 2,375,000 .............. (re. $1,667,000)",32,32.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|50000|2022|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,11488,2020,2375000,1691000,"21 By chapter 50, section 1, of the laws of 2020:
22 For services and expenses related to food testing including suballo-
23 cation to other state departments and agencies, including but not
24 limited to pesticide residue monitoring and microbiological data
25 collection. Notwithstanding section 51 of the state finance law and
26 any other provision of law to the contrary, the funds appropriated
27 herein may be increased or decreased by transfer from/to appropri-
28 ations for any prior or subsequent grant period within the same
29 federal fund/program and between state operations and aid to locali-
30 ties to accomplish the intent of this appropriation, as long as such
31 corresponding prior/subsequent grant periods within such appropri-
32 ations have been reappropriated as necessary (11488).
33 Personal service (50000) ... 2,375,000 .............. (re. $1,691,000)",32,21.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11488|2020|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,57050,2020,2021000,1591000,"34 Nonpersonal service (57050) ... 2,021,000 ........... (re. $1,591,000)",32,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|57050|2020|2021000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,60090,2020,606000,133000,"35 Fringe benefits (60090) ... 606,000 ................... (re. $133,000)",32,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|60090|2020|606000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,58850,2020,51000,39000,"36 Indirect costs (58850) ... 51,000 ...................... (re. $39,000)",32,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|58850|2020|51000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,10910,2024,1224000,1224000,"40 By chapter 50, section 1, of the laws of 2024:
41 For services and expenses related to the consumer food services
42 program (10910).
43 Contractual services (51000) ... 1,224,000 .......... (re. $1,224,000)",32,40.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2024|1224000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,10910,2023,1224000,953000,"44 By chapter 50, section 1, of the laws of 2023:
45 For services and expenses related to the consumer food services
46 program (10910).
47 Contractual services (51000) ... 1,224,000 ............ (re. $953,000)",32,44.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2023|1224000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2022,1224000,953000,"1 By chapter 50, section 1, of the laws of 2022:
2 For services and expenses related to the consumer food services
3 program (10910).
4 Contractual services (51000) ... 1,224,000 ............ (re. $953,000)",33,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2022|1224000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2021,1224000,953000,"5 By chapter 50, section 1, of the laws of 2021:
6 For services and expenses related to the consumer food services
7 program (10910).
8 Contractual services (51000) ... 1,224,000 ............ (re. $953,000)",33,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2021|1224000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2024,981000,645000,"12 By chapter 50, section 1, of the laws of 2024:
13 For services and expenses related to the consumer food services
14 program (10910).
15 Personal service--regular (50100) ... 981,000 ......... (re. $645,000)",33,12.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2024|981000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,50200,2024,1127000,1100000,"16 Temporary service (50200) ... 1,127,000 ............. (re. $1,100,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|50200|2024|1127000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,50300,2024,131000,122000,"17 Holiday/overtime compensation (50300) ... 131,000 ..... (re. $122,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|50300|2024|131000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,57000,2024,72000,70000,"18 Supplies and materials (57000) ... 72,000 .............. (re. $70,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|57000|2024|72000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,54000,2024,221000,214000,"19 Travel (54000) ... 221,000 ............................ (re. $214,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|54000|2024|221000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,51000,2024,345000,341000,"20 Contractual services (51000) ... 345,000 .............. (re. $341,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|51000|2024|345000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,60000,2024,1412000,1371000,"21 Fringe benefits (60000) ... 1,412,000 ............... (re. $1,371,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|60000|2024|1412000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,58800,2024,73000,73000,"22 Indirect costs (58800) ... 73,000 ...................... (re. $73,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|58800|2024|73000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2023,943000,564000,"23 By chapter 50, section 1, of the laws of 2023:
24 For services and expenses related to the consumer food services
25 program (10910).
26 Personal service--regular (50100) ... 943,000 ......... (re. $564,000)",33,23.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2023|943000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,50200,2023,1127000,1067000,"27 Temporary service (50200) ... 1,127,000 ............. (re. $1,067,000)",33,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|50200|2023|1127000
