agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10762,2024,100000,100000,"17 For services and expenses of LiveOn NY _(_1_0_7_6_2_) .......................
18 100,000 ............................................. (re. $100,000)",23,17.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10762|2024|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10752,2024,3000000,2979999,"21 For services and expenses, grants in aid, or for contracts with
22 certain municipalities and/or not-for-profit institutions for vari-
23 ous aging initiatives. Notwithstanding section 24 of the state
24 finance law or any provision of law to the contrary, funds from this
25 appropriation shall be allocated only pursuant to a plan (i)
26 approved by the speaker of the Assembly and the director of the
27 budget which sets forth either an itemized list of grantees with the
28 amount to be received by each, or the methodology for allocating
29 such appropriation, and (ii) which is thereafter included in an
30 Assembly resolution calling for the expenditure of such funds, which
31 resolution must be approved by a majority vote of all members
32 elected to the Assembly upon a roll call vote _(_1_0_7_5_2_) ..............
33 3,000,000 ......................................... (re. $2,979,999)",23,21.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10752|2024|3000000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10758,2024,700000,700000,"34 For services and expenses of the LISMA Foundation, Inc _(_1_0_7_5_8_) .......
35 700,000 ............................................. (re. $700,000)",23,34.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10758|2024|700000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10721,2024,500000,500000,"40 For additional services and expenses for state aid grants to naturally
41 occurring retirement communities (NORC) and neighborhood naturally
42 occurring retirement communities (NNORC). Funding priority shall be
43 given to supplemental allocations to existing contracts for nursing
44 services _(_1_0_7_2_1_) ... 500,000 ........................ (re. $500,000)",23,40.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10721|2024|500000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10747,2024,50000,50000,"45 For services and expenses of Glen Cove Senior Center _(_1_0_7_4_7_) .........
46 50,000 ............................................... (re. $50,000)",23,45.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10747|2024|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10726,2024,50000,27000,"47 For services and expenses for India Home _(_1_0_7_2_6_) .....................
48 50,000 ............................................... (re. $27,000)",23,47.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10726|2024|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10849,2024,25000,25000,"49 For services and expenses for Jewish Association for Services for the
50 Aged for the Bay Eden Senior Center _(_1_0_8_4_9_) ........................
51 25,000 ............................................... (re. $25,000)",23,49.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10849|2024|25000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10746,2024,900000,900000,"AB
24 12553-09-5
OFFICE FOR THE AGING
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses for Metropolitan NY Coordinating Council on
2 Jewish Poverty _(_1_0_7_4_6_) ... 900,000 .................. (re. $900,000)",24,24.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10746|2024|900000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10835,2024,200000,200000,"3 For services and expenses of Older Adults Technology Services, Inc
4 _(_1_0_8_3_5_) ... 200,000 ................................. (re. $200,000)",24,3.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10835|2024|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10748,2024,112000,86000,"5 For services and expenses for Project Guardianship _(_1_0_7_4_8_) ...........
6 112,000 .............................................. (re. $86,000)",24,5.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10748|2024|112000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10844,2024,200000,200000,"7 For services and expenses of Queens Community House _(_1_0_8_4_4_) ..........
8 200,000 ............................................. (re. $200,000)",24,7.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10844|2024|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10852,2024,400000,400000,"9 For services and expenses of Regional Aid for Interim Needs, Inc
10 _(_1_0_8_5_2_) ... 400,000 ................................. (re. $400,000)",24,9.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10852|2024|400000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10701,2024,100000,100000,"11 For services and expenses of the SAGE LGBT Welcoming Elder Housing
12 Program _(_1_0_7_0_1_) ... 100,000 ......................... (re. $100,000)",24,11.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10701|2024|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10727,2024,100000,100000,"13 For services and expenses for SelfHelp _(_1_0_7_2_7_) .......................
14 100,000 ............................................. (re. $100,000)",24,13.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10727|2024|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10827,2024,100000,100000,"15 For services and expenses for Services Now for Adult Persons _(_1_0_8_2_7_)
16 ... 100,000 ........................................ (re. $100,000)",24,15.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10827|2024|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10751,2024,50000,50000,"17 For services and expenses for Spring Creek Senior Partners (NORC)
18 _(_1_0_7_5_1_) ... 50,000 ................................... (re. $50,000)",24,17.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10751|2024|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10305,2024,100000,100000,"19 For additional services and expenses of New York Statewide Senior
20 Action Council, Inc. for the patients' rights hotline and advocacy
21 project _(_1_0_3_0_5_) ... 100,000 ......................... (re. $100,000)",24,19.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10305|2024|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10846,2024,150000,150000,"22 For services and expenses for Wayside OutReach Development, Inc
23 _(_1_0_8_4_6_) ... 150,000 ................................. (re. $150,000)",24,22.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10846|2024|150000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10306,2024,86000,86000,"24 For services and expenses of the New York Foundation for Senior Citi-
25 zens home sharing and respite care program _(_1_0_3_0_6_) .................
26 86,000 ............................................... (re. $86,000)",24,24.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10306|2024|86000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10844,2023,250000,250000,"44 For services and expenses of the Jewish Community Council of Greater
45 Coney Island, Inc (10844) ... 250,000 ............... (re. $250,000)",28,44.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10844|2023|250000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10717,2023,50000,50000,"51 For services and expenses for India Home (10717) .....................
52 50,000 ............................................... (re. $50,000)",28,51.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10717|2023|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10835,2023,25000,25000,"AB
29 12553-09-5
OFFICE FOR THE AGING
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses for Jewish Association for Services for the
2 Aged for the Bay Eden Senior Center (10835) ........................
3 25,000 ............................................... (re. $25,000)",29,29.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10835|2023|25000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10748,2023,900000,739999,"4 For services and expenses for Metropolitan NY Coordinating Council on
5 Jewish Poverty (10748) ... 900,000 .................. (re. $739,999)",29,4.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10748|2023|900000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10852,2023,200000,200000,"6 For services and expenses of Older Adults Technology Services, Inc
7 (10852) ... 200,000 ................................. (re. $200,000)",29,6.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10852|2023|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10701,2023,300000,100000,"8 For services and expenses of Regional Aid for Interim Needs, Inc.
9 (10701) ... 300,000 ................................. (re. $100,000)",29,8.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10701|2023|300000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10727,2023,100000,100000,"10 For services and expenses of the SAGE LGBT Welcoming Elder Housing
11 Program (10727) ... 100,000 ......................... (re. $100,000)",29,10.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10727|2023|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10827,2023,50000,50000,"12 For services and expenses for Spring Creek Senior Partners (NORC)
13 (10827) ... 50,000 ................................... (re. $50,000)",29,12.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10827|2023|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10751,2023,100000,100000,"14 For additional services and expenses of New York Statewide Senior
15 Action Council, Inc. for the patients' rights hotline and advocacy
16 project (10751) ... 100,000 ......................... (re. $100,000)",29,14.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10751|2023|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10305,2023,150000,100000,"17 For services and expenses for Wayside OutReach Development, Inc
18 (10305) ... 150,000 ................................. (re. $100,000)",29,17.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10305|2023|150000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10846,2023,500000,150000,"19 For services and expenses of the LISMA Foundation, Inc. (10846) ......
20 500,000 ............................................. (re. $150,000)",29,19.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10846|2023|500000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10733,2023,112000,112000,"21 For services and expense of Guardianship Corp. _(_1_0_7_3_3_) ...............
22 112,000 ............................................. (re. $112,000)",29,21.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10733|2023|112000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10747,2023,50000,35000,"23 For services and expenses of Glen Cove Senior Center _(_1_0_7_4_7_) .........
24 50,000 ............................................... (re. $35,000)",29,23.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10747|2023|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10844,2023,200000,200000,"25 For services and expenses of Queens Community House _(_1_0_8_4_4_) ..........
26 200,000 ............................................. (re. $200,000)",29,25.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10844|2023|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10757,2023,1000000,198000,"27 For services and expenses of Guardianship Hotline _(_1_0_7_5_7_) ............
28 1,000,000 ........................................... (re. $198,000)",29,27.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10757|2023|1000000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10323,2022,1190000,5000,"18 Local grants for services and expenses of the long-term care ombudsman
19 program (10323) ... 1,190,000 ......................... (re. $5,000)",31,18.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10323|2022|1190000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10735,2022,500000,319000,"10 For services and expenses related to the development of a State Master
11 Plan on Aging.
12 Notwithstanding any inconsistent provision of law to the contrary,
13 subject to the approval of the director of the budget, up to
14 $500,000 of the amount appropriated herein, may be transferred to
15 state operations (10735) ... 500,000 ................ (re. $319,000)",33,10.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10735|2022|500000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10745,2022,100000,100000,"25 For services and expenses for Jewish Association for Services for the
26 Aged Coney Island (10745) ... 100,000 ............... (re. $100,000)",33,25.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10745|2022|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10849,2022,20000,15000,"27 For services and expenses for Jewish Association for Services for the
28 Aged for the Bay Eden Senior Center (10849) ........................
29 20,000 ............................................... (re. $15,000)",33,27.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10849|2022|20000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10746,2022,900000,134000,"30 For services and expenses for Metropolitan NY Coordinating Council on
31 Jewish Poverty (10746) ... 900,000 .................. (re. $134,000)",33,30.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10746|2022|900000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10852,2022,200000,200000,"37 For services and expenses of Regional Aid for Interim Needs, Inc.
38 (10852) ... 200,000 ................................. (re. $200,000)",33,37.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10852|2022|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10711,2022,665000,665000,"39 For services and expenses of Regional Aid for Interim Needs, Inc.
40 (10711) ... 665,000 ................................. (re. $665,000)",33,39.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10711|2022|665000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10750,2022,75000,2000,"41 For services and expenses for Sephardic Bikur Holim Community Services
42 Network (10750) ... 75,000 ............................ (re. $2,000)",33,41.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10750|2022|75000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10751,2022,50000,50000,"43 For services and expenses for Spring Creek Senior Partners (NORC)
44 (10751) ... 50,000 ................................... (re. $50,000)",33,43.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10751|2022|50000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10846,2022,100000,100000,"45 For services and expenses for Wayside Out-Reach Development, Inc
46 (10846) ... 100,000 ................................. (re. $100,000)",33,45.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10846|2022|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10752,2022,3500000,2572000,"47 For services and expenses, grants in aid, or for contracts with
48 certain municipalities and/or not-for-profit institutions for vari-
49 ous aging initiatives. Notwithstanding section 24 of the state
50 finance law or any provision of law to the contrary, funds from this
51 appropriation shall be allocated only pursuant to a plan (i)
52 approved by the speaker of the Assembly and the director of the
AB
34 12553-09-5
OFFICE FOR THE AGING
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 budget which sets forth either an itemized list of grantees with the
2 amount to be received by each, or the methodology for allocating
3 such appropriation, and (ii) which is thereafter included in an
4 Assembly resolution calling for the expenditure of such funds, which
5 resolution must be approved by a majority vote of all members
6 elected to the Assembly upon a roll call vote (10752) ..............
7 3,500,000 ......................................... (re. $2,572,000)",34,47.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10752|2022|3500000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10753,2022,1000000,595000,"8 For services and expenses, grants in aid, or for contracts with
9 certain municipalities and/or not-for-profit institutions. Notwith-
10 standing section 24 of the state finance law or any provision of law
11 to the contrary, funds from this appropriation shall be allocated
12 only pursuant to a plan (i) approved by the temporary president of
13 the senate and the director of the budget which sets forth either an
14 itemized list of grantees with the amount to be received by each, or
15 the methodology for allocating such appropriation, and (ii) which is
16 thereafter included in a senate resolution calling for the expendi-
17 ture of such funds, which resolution must be approved by a majority
18 vote of all members elected to the senate upon a roll call vote
19 (10753) ... 1,000,000 ............................... (re. $595,000)",34,8.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10753|2022|1000000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10849,2021,20000,20000,"18 For services and expenses of Jewish Association for Services for the
19 Aged for the Bay Eden Senior Center (10849) ........................
20 20,000 ............................................... (re. $20,000)",38,18.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10849|2021|20000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10878,2021,250000,31000,"21 For additional local grants for services and expenses of the long-term
22 care ombudsman program (10878) ... 250,000 ........... (re. $31,000)",38,21.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10878|2021|250000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10717,2021,675000,215000,"23 For additional services and expenses for state aid grants to naturally
24 occurring retirement communities (NORC) and neighborhood naturally
25 occurring retirement communities (NNORC). Funding priority shall be
26 given to supplemental allocations to existing contracts for nursing
27 services (10717) ... 675,000 ........................ (re. $215,000)",38,23.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10717|2021|675000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10852,2021,200000,200000,"28 For services and expenses of Regional Aid for Interim Needs, Inc.
29 (10852) ... 200,000 ................................. (re. $200,000)",38,28.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10852|2021|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10701,2021,100000,100000,"30 For services and expenses of the SAGE LGBT Welcoming Elder Housing
31 program (10701) ... 100,000 ......................... (re. $100,000)",38,30.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10701|2021|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10846,2021,100000,100000,"32 For services and expenses for Wayside Out-Reach Development, Inc.
33 (10846) ... 100,000 ................................. (re. $100,000)",38,32.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10846|2021|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10723,2021,10000,10000,"34 For services and expenses for the An-Noor Social Center (10723) ......
35 10,000 ............................................... (re. $10,000)",38,34.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10723|2021|10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10724,2021,10000,4000,"36 For services and expenses for Haber House Senior Center (10724) ......
37 10,000 ................................................ (re. $4,000)",38,36.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10724|2021|10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10725,2021,10000,10000,"38 For services and expenses for Jewish Community Council of Greater
39 Coney Island (Jay Harama Senior Center) (10725) ....................
40 10,000 ............................................... (re. $10,000)",38,38.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10725|2021|10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10706,2021,10000,10000,"41 For services and expenses for Newtown Senior Center (10706) ..........
42 10,000 ............................................... (re. $10,000)",38,41.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10706|2021|10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10727,2021,10000,10000,"43 For services and expenses for SelfHelp (10727) .......................
44 10,000 ............................................... (re. $10,000)",38,43.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10727|2021|10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10728,2021,18000,18000,"45 For services and expenses for Pete McGuiness Senior Center in Green-
46 point (10728) ... 18,000 ............................. (re. $18,000)",38,45.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10728|2021|18000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10829,2021,20000,20000,"47 For services and expenses for HANAC, Inc (10829) .....................
48 20,000 ............................................... (re. $20,000)",38,47.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10829|2021|20000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10705,2021,20000,4000,"49 For services and expenses of Harlem Advocates for Seniors, Inc (10705)
50 ... 20,000 ............................................ (re. $4,000)",38,49.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10705|2021|20000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10731,2021,25000,25000,"51 For services and expenses for Vision Urbana (10731) ..................
52 25,000 ............................................... (re. $25,000)",38,51.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10731|2021|25000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10732,2021,30000,30000,"AB
39 12553-09-5
OFFICE FOR THE AGING
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses for The William Hodson Senior Center (10732)
2 ... 30,000 ........................................... (re. $30,000)",39,39.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10732|2021|30000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10711,2021,90000,90000,"3 For services and expenses of Regional Aid for Interim Needs, Inc
4 (10711) ... 90,000 ................................... (re. $90,000)",39,3.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10711|2021|90000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10837,2021,90000,90000,"5 For services and expenses of Jewish Association for Services for the
6 Aged (10837) ... 90,000 .............................. (re. $90,000)",39,5.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10837|2021|90000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10309,2021,110000,110000,"7 For services and expenses of Riverdale Senior Services, Inc (10309)
8 ... 110,000 ......................................... (re. $110,000)",39,7.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10309|2021|110000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10707,2021,95000,95000,"9 For services and expenses of Selfhelp Clearview Senior Center (10707)
10 ... 95,000 ........................................... (re. $95,000)",39,9.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10707|2021|95000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10825,2021,125000,125000,"11 For services and expenses of Samuel Field YM and YWHA, Inc. (10825)
12 ... 125,000 ......................................... (re. $125,000)",39,11.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10825|2021|125000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10712,2021,150000,78000,"13 For services and expenses of the Holocaust Survivors Initiative
14 (10712) ... 150,000 .................................. (re. $78,000)",39,13.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10712|2021|150000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10708,2021,175000,2000,"15 For additional services and expenses of the center for Elder Law and
16 Justice for the prevention of elder abuse (10708) ..................
17 175,000 ............................................... (re. $2,000)",39,15.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10708|2021|175000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10830,2021,200000,200000,"18 For services and expenses for Gay, Lesbian, Bisexual, and Transgender
19 Elders (SAGE) (10830) ... 200,000 ................... (re. $200,000)",39,18.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10830|2021|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10823,2021,250000,250000,"20 For services and expenses of Jewish Community Council of Greater Coney
21 Island, Inc (10823) ... 250,000 ..................... (re. $250,000)",39,20.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10823|2021|250000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10721,2021,325000,80000,"22 For additional services and expenses for state aid grants to naturally
23 occurring retirement communities (NORC) and neighborhood naturally
24 occurring retirement communities (NNORC). Funding priority shall be
25 given to supplemental allocations to existing contracts for nursing
26 services (10721) ... 325,000 ......................... (re. $80,000)",39,22.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10721|2021|325000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10703,2020,300000,106000,"49 For services and expenses of the Holocaust Survivors Initiatives
50 (10703) ... 300,000 ................................. (re. $106,000)",42,49.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10703|2020|300000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10849,2020,20000,20000,"AB
43 12553-09-5
OFFICE FOR THE AGING
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses of Jewish Association for Services for the
2 Aged for the Bay Eden Senior Center (10849) ........................
3 20,000 ............................................... (re. $20,000)",43,43.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10849|2020|20000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10847,2020,215000,16000,"4 For services and expenses of Lifespan of Greater Rochester, Inc
5 (10847) ... 215,000 .................................. (re. $16,000)",43,4.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10847|2020|215000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10852,2020,200000,200000,"6 For services and expenses of Regional Aid for Interim Needs, Inc.
7 (10852) ... 200,000 ................................. (re. $200,000)",43,6.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10852|2020|200000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10701,2020,100000,100000,"8 For services and expenses of the SAGE LGBT Welcoming Elder Housing
9 program (10701) ... 100,000 ......................... (re. $100,000)",43,8.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10701|2020|100000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10712,2020,150000,150000,"10 For services and expenses of the Holocaust Survivors Initiative
11 (10712) ... 150,000 ................................. (re. $150,000)",43,10.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10712|2020|150000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10713,2020,175000,2000,"12 For additional services and expenses of the center for Elder Law and
13 Justice for the prevention of elder abuse (10713) ..................
14 175,000 ............................................... (re. $2,000)",43,12.0,2025-26,ATL 25-26.pdf,OFFICE FOR THE AGING|10713|2020|175000
